										
권리사 지역	권리사	권리사 유형	유통사분류	유통사	아티스트분류	아티스트	 음원명 	 곡수 	 2022년 	 2023년 
 국내 	 WM엔터테인먼트 	 권리사 단독 	 해외직배사 	 Sony Music 	 아이돌 	 오마이걸 (OH MY GIRL) 	 Dun Dun Dance 	 1 	 1 	
 국내 	 WM엔터테인먼트 	 권리사 단독 	 해외직배사 	 Sony Music 	 아이돌 	 오마이걸 (OH MY GIRL) 	 Real Love 	 1 	 1 	
 국내 	 WM엔터테인먼트 	 권리사 단독 	 해외직배사 	 Sony Music 	 아이돌 	 오마이걸 (OH MY GIRL) 	 살짝 설렜어 (Nonstop) 	 1 	 1 	
 국내 	 YES IM ENTERTAINMENT 	 권리사 단독 	 기타 	 인터파크 	 非아이돌 	 임창정 	 나는 트로트가 싫어요 	 1 	 1 	
 국내 	 YG Entertainment 	 권리사 단독 	 YG PLUS 	 YG PLUS 	 아이돌 	 지수 (JISOO) 	 All Eyes On Me 	 1 		 1 
 국내 	 YG Entertainment 	 권리사 단독 	 YG PLUS 	 YG PLUS 	 아이돌 	 BLACKPINK 	 Forever Young 	 1 	 1 	
 국내 	 YG Entertainment 	 권리사 단독 	 YG PLUS 	 YG PLUS 	 아이돌 	 BLACKPINK 	 Hard to Love 	 1 	 1 	
 국내 	 YG Entertainment 	 권리사 단독 	 YG PLUS 	 YG PLUS 	 아이돌 	 TREASURE (트레저) 	 HELLO 	 1 	 1 	
 국내 	 YG Entertainment 	 권리사 단독 	 YG PLUS 	 YG PLUS 	 아이돌 	 BLACKPINK 	 How You Like That 	 1 	 1 	
 국내 	 YG Entertainment 	 권리사 단독 	 YG PLUS 	 YG PLUS 	 아이돌 	 위너(WINNER) 	 I LOVE U 	 1 	 1 	
 국내 	 YG Entertainment 	 권리사 단독 	 YG PLUS 	 YG PLUS 	 아이돌 	 BIGBANG (빅뱅) 	 LAST DANCE 	 1 	 1 	
 국내 	 YG Entertainment 	 권리사 단독 	 YG PLUS 	 YG PLUS 	 아이돌 	 BLACKPINK 	 Lovesick Girls 	 1 	 1 	
 국내 	 YG Entertainment 	 권리사 단독 	 YG PLUS 	 YG PLUS 	 아이돌 	 BLACKPINK 	 Pink Venom 	 1 	 1 	 1 
 국내 	 YG Entertainment 	 권리사 단독 	 YG PLUS 	 YG PLUS 	 아이돌 	 BLACKPINK 	 Ready For Love 	 1 	 1 	
 국내 	 YG Entertainment 	 권리사 단독 	 YG PLUS 	 YG PLUS 	 아이돌 	 BLACKPINK 	 Shut Down 	 1 	 1 	 1 
 국내 	 YG Entertainment 	 권리사 단독 	 YG PLUS 	 YG PLUS 	 아이돌 	 BLACKPINK 	 The Happiest Girl 	 1 	 1 	
 국내 	 YG Entertainment 	 권리사 단독 	 YG PLUS 	 YG PLUS 	 아이돌 	 BLACKPINK 	 Typa Girl 	 1 	 1 	
 국내 	 YG Entertainment 	 권리사 단독 	 YG PLUS 	 YG PLUS 	 아이돌 	 BLACKPINK 	 Yeah Yeah Yeah 	 1 	 1 	
 국내 	 YG Entertainment 	 권리사 단독 	 YG PLUS 	 YG PLUS 	 아이돌 	 지수 (JISOO) 	 꽃 	 1 		 1 
 국내 	 YG Entertainment 	 권리사 단독 	 YG PLUS 	 YG PLUS 	 아이돌 	 BIGBANG (빅뱅) 	 꽃 길 	 1 	 1 	
 국내 	 YG Entertainment 	 권리사 단독 	 YG PLUS 	 YG PLUS 	 非아이돌 	 AKMU (악뮤) 	 낙하 (with 아이유) 	 1 	 1 	
 국내 	 YG Entertainment 	 권리사 단독 	 YG PLUS 	 YG PLUS 	 아이돌 	 TREASURE (트레저) 	 다라리 (DARARI) 	 1 	 1 	
 국내 	 YG Entertainment 	 권리사 단독 	 YG PLUS 	 YG PLUS 	 아이돌 	 BLACKPINK 	 마지막처럼 	 1 	 1 	 1 
 국내 	 YG Entertainment 	 권리사 단독 	 YG PLUS 	 YG PLUS 	 아이돌 	 BIGBANG (빅뱅) 	 봄여름가을겨울 (Still Life) 	 1 	 1 	 1 
 국내 	 YG Entertainment 	 권리사 단독 	 YG PLUS 	 YG PLUS 	 非아이돌 	 싸이 (Psy) 	 어땠을까 (Feat. 박정현) 	 1 	 1 	
 국내 	 YG Entertainment 	 권리사 단독 	 YG PLUS 	 YG PLUS 	 非아이돌 	 AKMU (악뮤) 	 어떻게 이별까지 사랑하겠어, 널 사랑하는 거지 	 1 	 1 	 1 
 국내 	 YG Entertainment 	 권리사 단독 	 YG PLUS 	 YG PLUS 	 非아이돌 	 싸이 (Psy) 	 예술이야 	 1 	 1 	
 국내 	 YG Entertainment 	 권리사 단독 	 YG PLUS 	 YG PLUS 	 아이돌 	 TREASURE (트레저) 	 직진 (JIKJIN) 	 1 	 1 	
 국내 	 YG Entertainment 	 권리사 단독 	 YG PLUS 	 YG PLUS 	 아이돌 	 MINO (송민호) 	 탕!♡ 	 1 	 1 	
 국내 	 YWHO Enterprise 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 포맨 (4MEN) 	 못해 (Feat. 美) 	 1 	 1 	
 국내 	 글로벌에이치미디어 	 권리사 단독 	 기타 	 인터파크 	 아이돌 	 라붐 (LABOUM) 	 상상더하기 	 1 	 1 	
 국내 	 꿈의엔진 	 권리사 단독 	 NHN벅스 	 NHN벅스 	 非아이돌 	 임창정 	 그대라는 사치 	 1 		 1 
 국내 	 꿈의엔진 	 권리사 단독 	 NHN벅스 	 NHN벅스 	 非아이돌 	 한동근 	 오랜만이야 	 1 		 1 
 국내 	 꿈의엔진 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 경서 	 고백연습 	 1 	 1 	 1 
 국내 	 꿈의엔진 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 경서 	 나의 X에게 	 1 	 1 	 1 
 국내 	 꿈의엔진 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 경서 	 밤하늘의 별을(2020) 	 1 	 1 	 1 
 국내 	 꿈의엔진 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 경서 	 봄이야 	 1 		 1 
 국내 	 꿈의엔진 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 츄 (이달의 소녀) 	 일과 이분의 일 	 1 	 1 	
 국내 	 꿈의엔진 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 경서 	 첫 키스에 내 심장은 120BPM 	 1 		 1 
 국내 	 냠냠엔터테인먼트 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 멜로망스(Melomance) 	 Happy Song 	 1 	 1 	
 국내 	 냠냠엔터테인먼트 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 김연지 	 Whisky on the Rock 	 1 	 1 	
 국내 	 냠냠엔터테인먼트 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	아이돌	 지민, 하성운 	 With you 	 1 	 1 	
 국내 	 냠냠엔터테인먼트 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 다비치 	 기억해 줘요 	 1 	 1 	
 국내 	 냠냠엔터테인먼트 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	아이돌	 태연 (TAEYEON) 	 내 곁에 	 1 	 1 	
 국내 	 냠냠엔터테인먼트 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 헤이즈 (Heize) 	 마지막 너의 인사 	 1 	 1 	
 국내 	 냠냠엔터테인먼트 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 10cm 	 봄 to 러브 	 1 	 1 	
 국내 	 냠냠엔터테인먼트 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 펀치 (Punch) 	 사랑이 불어오나 봐 	 1 	 1 	
 국내 	 냠냠엔터테인먼트 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 이보람 	 한 밤의 꿈처럼 	 1 	 1 	
 국내 	 냠냠엔터테인먼트 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 WSG워너비 (가야G) 	 결국엔 너에게 닿아서 	 1 		 1 
 국내 	 냠냠엔터테인먼트 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 태연 (TAEYEON) 	 그대라는 시 	 1 	 1 	
 국내 	 넥스타엔터테인먼트 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 케이시 (Kassy) 	 가을밤 떠난 너 	 1 	 1 	
 국내 	 넥스타엔터테인먼트 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 케이시 (Kassy) 	 나 그댈위해 시 한편을 쓰겠어 	 1 	 1 	
 국내 	 넥스타엔터테인먼트 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 케이시 (Kassy) 	 늦은 밤 헤어지긴 너무 아쉬워 	 1 	 1 	 1 
 국내 	 넥스타엔터테인먼트 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 케이시 (Kassy) 	 사랑이야 	 1 	 1 	
 국내 	 넥스타엔터테인먼트 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 케이시 (Kassy) 	 사실말야내가말야그게그러니까말이야 	 1 		 1 
 국내 	 넥스타엔터테인먼트 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 케이시 (Kassy) 	 찬바람이 불어오네요 	 1 	 1 	
 국내 	 뉴런뮤직 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 폴킴 	 One More Time 	 1 	 1 	
 국내 	 뉴런뮤직 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 폴킴 	 너를 만나 	 1 	 1 	
 국내 	 니즈뮤직 	 권리사 단독 	 NHN벅스 	 NHN벅스 	 非아이돌 	 김나영 	 너의 번호를 누르고 	 1 	 1 	
 국내 	 니즈뮤직 	 권리사 단독 	 NHN벅스 	 NHN벅스 	 非아이돌 	 폴킴 	 너의 잠을 채워줄게 	 1 	 1 	
 국내 	 니즈뮤직 	 권리사 단독 	 NHN벅스 	 NHN벅스 	 非아이돌 	 펀치 (Punch) 	 맞아 잠을 설친 건 너 때문이야 	 1 	 1 	
 국내 	 니즈뮤직 	 권리사 단독 	 NHN벅스 	 NHN벅스 	 非아이돌 	 허각 	 물론 	 1 		 1 
 국내 	 니즈뮤직 	 권리사 단독 	 NHN벅스 	 NHN벅스 	 非아이돌 	 지아 (Zia) 	 사랑하기 싫어 	 1 		 1 
 국내 	 더그루브엔터테인먼트 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 아이유 (IU) 	 내 손을 잡아 	 1 	 1 	 1 
 국내 	 더라이브레이블 	 권리사 단독 	 해외직배사 	 Warner Music 	 非아이돌 	 휘인 (Whee In) 	 오묘해 	 1 	 1 	
 국내 	 더하기미디어 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 김호중 	 그중에 그대를 만나 	 1 	 1 	 1 
 국내 	 도너츠뮤직 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 로꼬 (LOCO), 유주 (YUJU) 	 우연히 봄 	 1 	 1 	 1 
 국내 	 도토리뮤직 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 케이시 (Kassy) 	 언제나 사랑해 	 1 	 1 	
 국내 	 두루두루 아티스트 컴퍼니 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 장기하 	 부럽지가 않어 	 1 	 1 	
 국내 	 디그리다 	 권리사 단독 	 NHN벅스 	 NHN벅스 	 非아이돌 	 지아 (Zia) 	 사랑..그게 뭔데 	 1 		 1 
 국내 	 디네이션 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	아이돌	 박봄 	 꽃 (With 김민석 of 멜로망스) 	 1 	 1 	
 국내 	 디스튜디오 	 권리사 단독 	 기타 	 다날엔터테인먼트 	 非아이돌 	 송하예 	 너를 보는게 지친 하루에 	 1 		 1 
 국내 	 디스튜디오 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 송하예 	 그대를 알고 	 1 	 1 	 1 
 국내 	 디씨톰엔터테인먼트 	 권리사 단독 	 해외직배사 	 Warner Music 	 非아이돌 	 숀 (SHAUN) 	 Way Back Home 	 1 	 1 	
 국내 	 디앤디코퍼레이션 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 딘딘 (DINDIN) 	 이러면 안 될 거 아는데 너 앞에만 서면 나락 (Feat. 10CM) 	 1 	 1 	 1 
 국내 	 디원미디어 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 임재현 	 다음생이 있다면 당신을 만나서 다시 사랑할래요 	 1 	 1 	
 국내 	 디원미디어, 니즈뮤직 	 권리사 다수 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 임재현 	 고백하는 취한밤에 (Prod. 2soo) 	 1 	 1 	
 국내 	 디원미디어,JMG(로칼하이레코즈) 	 권리사 다수 	 NHN벅스 	 NHN벅스 	 非아이돌 	 임재현 	 세상에 없는 계절 	 1 		 1 
 국내 	 딩고뮤직, Ambition Musik, Daytona Entertainment 	 권리사 다수 	 드림어스 	 드림어스 	 非아이돌 	 릴러말즈 (Leellamarz), TOIL 	 자가격리 (Feat. Paloalto) 	 1 	 1 	
 국내 	 레이벡스 	 권리사 단독 	 해외직배사 	 Warner Music 	 非아이돌 	 노을 	 잊을 수 있을까 	 1 	 1 	
 국내 	 레이벡스 	 권리사 단독 	 해외직배사 	 Warner Music 	 非아이돌 	 주호 	 잘가요 	 1 	 1 	 1 
 국내 	 레이벡스 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 탑현 	 나에게 그대만이 	 1 		 1 
 국내 	 레이벡스 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 탑현 	 내 세상은 너로 가득해 	 1 	 1 	
 국내 	 레이벡스 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 V.O.S 	 안녕이라고 말하지마 	 1 		 1 
 국내 	 레이벡스 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 정효빈 	 혼자가 아닌 나 	 1 		 1 
 국내 	 로맨틱팩토리 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 박재정 	 B에게 쓰는 편지 	 1 	 1 	
 국내 	 로맨틱팩토리 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 나얼 	 걸음을 멈추는 날 	 1 		 1 
 국내 	 로맨틱팩토리 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 성시경 	 아픈 나를 	 1 		 1 
 국내 	 로맨틱팩토리 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 오반 (OVAN) 	 어떻게 지내 	 1 	 1 	
 국내 	 로맨틱팩토리 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 박재정 	 헤어지자 말해요 	 1 		 1 
 국내 	 로맨틱팩토리 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 태연 (TAEYEON) 	 혼자서 걸어요 (Prod. by 나얼) 	 1 		 1 
 국내 	 린치핀뮤직 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 기리보이(Giriboy) 	 눈이 오던 날 (Feat. SOLE) 	 1 	 1 	
 국내 	 말하는 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 V.O.S 	 미친 것처럼 	 1 	 1 	
 국내 	 말하는 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 한동근 	 새벽에 걸려온 너의 전화는 	 1 	 1 	 1 
 국내 	 매직스트로베리사운드 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 10cm 	 그라데이션 	 1 	 1 	 1 
 국내 	 매직스트로베리사운드 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 10cm 	 부동의 첫사랑 	 1 		 1 
 국내 	 매직스트로베리사운드 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 10cm 	 어제 너는 나를 버렸어 	 1 	 1 	
 국내 	 매직스트로베리사운드 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 10cm 	 우리가 맞다는 대답을 할 거예요 (@leekangseung111) 	 1 		 1 
 국내 	 매직스트로베리사운드 	 권리사 단독 	 기타 	 포크라노스 	 非아이돌 	 10cm 	 봄이 좋냐?? 	 1 	 1 	 1 
 국내 	 먼데이키즈 컴퍼니 	 권리사 단독 	 지니뮤직 	 지니뮤직 	 非아이돌 	 먼데이 키즈 (Monday Kiz) 	 가을 안부 	 1 	 1 	
 국내 	 먼데이키즈 컴퍼니, 에버그로우 	 권리사 다수 	 카카오엔터 	 카카오엔터 	 非아이돌 	 경서예지 	 사실 나는 (Feat.전건호) 	 1 	 1 	
 국내 	 먼데이키즈 컴퍼니, 에버그로우 	 권리사 다수 	 카카오엔터 	 카카오엔터 	 非아이돌 	 먼데이 키즈 (Monday Kiz) 	 집에 돌아가는 길 외롭다 	 1 	 1 	
 국내 	 메모리즈 프로젝트 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 폴킴 	 어제처럼 	 1 	 1 	
 국내 	 메모리즈 프로젝트 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 테이 (Tei) 	 이 소설의 끝을 다시 써보려 해 	 1 		 1 
 국내 	 메이저나인 	 권리사 단독 	 지니뮤직 	 지니뮤직 	 非아이돌 	 우디(Woody) 	 Say I Love You 	 1 		 1 
 국내 	 메이저나인 	 권리사 단독 	 지니뮤직 	 지니뮤직 	 非아이돌 	 바이브 (Vibe) 	 가을 타나 봐 	 1 	 1 	
 국내 	 메이저나인 	 권리사 단독 	 지니뮤직 	 지니뮤직 	 非아이돌 	 이무진 	 가을 타나 봐 	 1 	 1 	
 국내 	 메이저나인 	 권리사 단독 	 지니뮤직 	 지니뮤직 	 非아이돌 	 김나영 	 못해 	 1 	 1 	
 국내 	 메이저나인 	 권리사 단독 	 지니뮤직 	 지니뮤직 	 非아이돌 	 벤 (Ben) 	 벚꽃이 피면 우리 그만 헤어져 	 1 	 1 	
 국내 	 메이저나인 	 권리사 단독 	 지니뮤직 	 지니뮤직 	 非아이돌 	 바이브, 소향 	 사랑하는 척 	 1 	 1 	
 국내 	 메이저나인 	 권리사 단독 	 지니뮤직 	 지니뮤직 	 非아이돌 	 이예준 	 살다가 한번쯤 	 1 	 1 	
 국내 	 모그커뮤니케이션즈 	 권리사 단독 	 해외직배사 	 Universal Music 	 非아이돌 	 어쿠스틱 콜라보 	 묘해, 너와 	 1 	 1 	
 국내 	 모드하우스 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 tripleS (트리플에스) 	 Rising 	 1 		 1 
 국내 	 모스트콘텐츠 	 권리사 단독 	 NHN벅스 	 NHN벅스 	 아이돌 	 V 	 Christmas Tree 	 1 	 1 	
 국내 	 모스트콘텐츠 	 권리사 단독 	 NHN벅스 	 NHN벅스 	 非아이돌 	 임영웅 	 사랑은 늘 도망가 	 1 	 1 	 1 
 국내 	 모스트콘텐츠 	 권리사 단독 	 NHN벅스 	 NHN벅스 	 非아이돌 	 10cm 	 서랍 	 1 	 1 	
 국내 	 모스트콘텐츠 	 권리사 단독 	 NHN벅스 	 NHN벅스 	 아이돌 	 양요섭 	 아직도 좋아해 	 1 	 1 	
 국내 	 모스트콘텐츠 	 권리사 단독 	 NHN벅스 	 NHN벅스 	 非아이돌 	 이승윤 	 언덕나무 	 1 	 1 	
 국내 	 모스트콘텐츠 	 권리사 단독 	 NHN벅스 	 NHN벅스 	 非아이돌 	 샘김 	 여름비 	 1 	 1 	
 국내 	 모스트콘텐츠 	 권리사 단독 	 NHN벅스 	 NHN벅스 	 非아이돌 	 비비(BIBI) 	 우리가 헤어져야 했던 이유 	 1 	 1 	
 국내 	 모스트콘텐츠 	 권리사 단독 	 NHN벅스 	 NHN벅스 	 非아이돌 	 김나영 	 이별후회 	 1 	 1 	
 국내 	 모스트콘텐츠 	 권리사 단독 	 NHN벅스 	 NHN벅스 	 아이돌 	 투모로우바이투게더 	 이젠 안녕 	 1 		 1 
 국내 	 모스트콘텐츠 	 권리사 단독 	 NHN벅스 	 NHN벅스 	 非아이돌 	 장범준 	 행복하게 해줄게 	 1 	 1 	
 국내 	 물고기뮤직 	 권리사 단독 	 드림어스 	 드림어스 	 非아이돌 	 임영웅 	 A bientot 	 1 	 1 	 1 
 국내 	 물고기뮤직 	 권리사 단독 	 드림어스 	 드림어스 	 非아이돌 	 임영웅 	 London Boy 	 1 	 1 	 1 
 국내 	 물고기뮤직 	 권리사 단독 	 드림어스 	 드림어스 	 非아이돌 	 임영웅 	 Polaroid 	 1 	 1 	 1 
 국내 	 물고기뮤직 	 권리사 단독 	 드림어스 	 드림어스 	 非아이돌 	 임영웅 	 다시 만날 수 있을까 	 1 	 1 	 1 
 국내 	 물고기뮤직 	 권리사 단독 	 드림어스 	 드림어스 	 非아이돌 	 임영웅 	 모래 알갱이 	 1 		 1 
 국내 	 물고기뮤직 	 권리사 단독 	 드림어스 	 드림어스 	 非아이돌 	 임영웅 	 무지개 	 1 	 1 	 1 
 국내 	 물고기뮤직 	 권리사 단독 	 드림어스 	 드림어스 	 非아이돌 	 임영웅 	 보금자리 	 1 	 1 	 1 
 국내 	 물고기뮤직 	 권리사 단독 	 드림어스 	 드림어스 	 非아이돌 	 임영웅 	 사랑역 	 1 	 1 	
 국내 	 물고기뮤직 	 권리사 단독 	 드림어스 	 드림어스 	 非아이돌 	 임영웅 	 사랑해 진짜 	 1 	 1 	 1 
 국내 	 물고기뮤직 	 권리사 단독 	 드림어스 	 드림어스 	 非아이돌 	 임영웅 	 사랑해요 그대를 	 1 	 1 	
 국내 	 물고기뮤직 	 권리사 단독 	 드림어스 	 드림어스 	 非아이돌 	 임영웅 	 손이 참 곱던 그대 	 1 	 1 	 1 
 국내 	 물고기뮤직 	 권리사 단독 	 드림어스 	 드림어스 	 非아이돌 	 임영웅 	 아버지 	 1 	 1 	 1 
 국내 	 물고기뮤직 	 권리사 단독 	 드림어스 	 드림어스 	 非아이돌 	 임영웅 	 연애편지 	 1 	 1 	 1 
 국내 	 물고기뮤직 	 권리사 단독 	 드림어스 	 드림어스 	 非아이돌 	 임영웅 	 우리들의 블루스 	 1 	 1 	 1 
 국내 	 물고기뮤직 	 권리사 단독 	 드림어스 	 드림어스 	 非아이돌 	 임영웅 	 인생찬가 	 1 	 1 	 1 
 국내 	 물고기뮤직 	 권리사 단독 	 기타 	 뮤직앤뉴 	 非아이돌 	 임영웅 	 계단말고 엘리베이터 	 1 	 1 	
 국내 	 뮤니콘 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 이예준 	 그날에 나는 맘이 편했을까 	 1 	 1 	
 국내 	 뮤직디자인 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 송이한 	 밝게 빛나는 별이 되어 비춰줄게 	 1 	 1 	
 국내 	 뮤직레시피 	 권리사 단독 	 해외직배사 	 Warner Music 	 非아이돌 	 주시크 (Joosiq) 	 너를 생각해 	 1 	 1 	 1 
 국내 	 뮤직레시피 	 권리사 단독 	 해외직배사 	 Warner Music 	 非아이돌 	 주시크 (Joosiq) 	 아무래도 난 	 1 	 1 	
 국내 	 뮤직앤뉴 	 권리사 단독 	 기타 	 뮤직앤뉴 	 非아이돌 	 엠씨더맥스 (M.C The Max) 	 어디에도 	 1 	 1 	
 국내 	 뮤직원 컴퍼니 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 정동하 	 추억은 만남보다 이별에 남아 	 1 	 1 	
 국내 	 뮤직테이블 	 권리사 단독 	 NHN벅스 	 NHN벅스 	 非아이돌 	 Lauv 	 Paris In The Rain 	 1 	 1 	
 국내 	 뮤직팜 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 존 박, 전미도 	 밤새 서로 미루다 	 1 	 1 	
 국내 	 뮤투 엔터테인먼트 	 권리사 단독 	 기타 	 예전미디어 	 非아이돌 	 성시경 	 두 사람 	 1 	 1 	
 국내 	 미스틱스토리 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 윤종신 	 좋니 	 1 	 1 	
 국내 	 민트페이퍼, 광합성 	 권리사 다수 	 카카오엔터 	 카카오엔터 	 非아이돌 	 멜로망스(Melomance) 	 선물 	 1 	 1 	 1 
 국내 	 밀리언마켓 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 MC몽 	 죽을 만큼 아파서 (Feat. JAMIE (제이미)) 	 1 	 1 	
 국내 	 바이포엠스튜디오 	 권리사 단독 	 해외직배사 	 Warner Music 	 非아이돌 	 적재 	 손을 잡는다거나, 같이 걷는다거나 	 1 	 1 	
 국내 	 방구석 캐스팅 	 권리사 단독 	 해외직배사 	 Warner Music 	 非아이돌 	 이우 	 상록수 	 1 		 1 
 국내 	 방구석 캐스팅 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 허각 	 Endless 	 1 		 1 
 국내 	 방구석 캐스팅 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 테이 (Tei) 	 Monologue 	 1 	 1 	 1 
 국내 	 방구석 캐스팅 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 김연지 	 가슴으로 운다 	 1 		 1 
 국내 	 방구석 캐스팅 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 #안녕 	 가질 수 없는 너 	 1 		 1 
 국내 	 방구석 캐스팅 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 윤민수 	 그녀를 찾아주세요 	 1 	 1 	
 국내 	 방구석 캐스팅 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 이영현 	 그래서 그대는 	 1 	 1 	 1 
 국내 	 방구석 캐스팅 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 포맨 (4MEN) 	 나비무덤 	 1 		 1 
 국내 	 방구석 캐스팅 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 먼데이 키즈 (Monday Kiz) 	 너 아니면 안돼 	 1 	 1 	
 국내 	 방구석 캐스팅 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 조현아 	 늦은 후회 	 1 	 1 	
 국내 	 방구석 캐스팅 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 김호중, 송가인 	 당신을 만나 	 1 		 1 
 국내 	 방구석 캐스팅 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 선예, 임슬옹 	 대낮에 한 이별 	 1 	 1 	
 국내 	 방구석 캐스팅 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 한동근 	 사랑인걸 	 1 	 1 	
 국내 	 방구석 캐스팅 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 양다일 	 사랑해도 될까요 	 1 		 1 
 국내 	 방구석 캐스팅 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 DK 	 심(心) 	 1 		 1 
 국내 	 방구석 캐스팅 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 이홍기 	 아모르 파티 	 1 		 1 
