일자	년도	곡수	순위	곡코드	곡명	아티스트명	앨범명	발매일	발매년도	앨범소장르	앨범대장르	유통사	기획사
2024-05-31	2024년	1	147	95188110	ELEVEN	IVE (아이브)	ELEVEN	2021-12-01	이전 발매	댄스	가요	주식회사 카카오엔터테인먼트	스타쉽 엔터테인먼트
2024-05-31	2024년	1	148	106293230	청춘찬가	세븐틴 (SEVENTEEN)	SEVENTEEN BEST ALBUM '17 IS RIGHT HERE'	2024-04-29	2024년	댄스	가요	(주)와이지플러스	플레디스 엔터테인먼트
2024-05-31	2024년	1	149	81018403	내 손을 잡아	아이유 (IU)	최고의 사랑 OST Part.4 (MBC 수목드라마)	2011-05-25	이전 발매	드라마	OST	주식회사 카카오엔터테인먼트	카카오엔터테인먼트
2024-05-31	2024년	1	150	93616612	Bad Habits	Ed Sheeran	0	2021-10-29	이전 발매	팝	POP	워너뮤직코리아(주)(해외)	Atlantic Records UK
2024-05-31	2024년	1	151	96366576	Like I Do	J.Tajor	Like I Do	2022-04-01	이전 발매	R&B/소울	POP	(유)포부콜렉티브코리아	ACTS Music Group
2024-05-31	2024년	1	152	85979370	다시 사랑한다면 (니글니글 버터플라이)	김필	복면가왕 47회	2016-02-21	이전 발매	전체	가요	(주)더블유피어	MBC (문화방송)
2024-05-31	2024년	1	153	106700165	소나기	이클립스 (ECLIPSE)	선재 업고 튀어 OST	2024-05-28	2024년	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	BON FACTORY, Stone Music Entertainment
2024-05-31	2024년	1	154	105991671	Siren	RIIZE	RIIZING - The 1st Mini Album	2024-06-17	2024년	댄스	가요	주식회사 카카오엔터테인먼트	SM ENTERTAINMENT
2024-05-31	2024년	1	155	105666874	봄이 와도	로이킴	봄이 와도	2024-03-04	2024년	발라드	가요	STONE MUSIC ENTERTAINMENT(유통대행)	WAKEONE
2024-05-31	2024년	1	156	97970302	Pink Venom	BLACKPINK	BORN PINK	2022-09-16	이전 발매	랩/힙합	가요	(주)와이지플러스	YG Entertainment
2024-05-31	2024년	1	157	90021550	아로하	조정석	슬기로운 의사생활 OST Part 3 (tvN 목요드라마)	2020-03-27	이전 발매	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
2024-05-31	2024년	1	158	87307557	있잖아	폴킴	연애플레이리스트2 OST Part.2	2017-07-21	이전 발매	드라마	OST	(주)삼쩜일사	스페이스오디티
2024-05-31	2024년	1	159	94980637	오르트구름	윤하 (YOUNHA)	YOUNHA 6th Album 'END THEORY'	2021-11-16	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	C9 ENTERTAINMENT
2024-05-31	2024년	1	160	16108183	벌써 일년	브라운 아이즈	Brown Eyes	2001-06-01	이전 발매	R&B/소울	가요	STONE MUSIC ENTERTAINMENT(유통대행)	갑엔터테인먼트
2024-05-31	2024년	1	161	96696807	무지개	임영웅	IM HERO	2022-05-02	이전 발매	발라드	가요	(주)드림어스컴퍼니(국내)	물고기뮤직
2024-05-31	2024년	1	162	101545644	UNFORGIVEN (Feat. Nile Rodgers)	LE SSERAFIM (르세라핌)	UNFORGIVEN	2023-05-01	이전 발매	댄스	가요	(주)와이지플러스	쏘스뮤직
2024-05-31	2024년	1	163	105739242	자꾸만 웃게 돼	부석순 (SEVENTEEN)	눈물의 여왕 OST Part.1	2024-03-10	2024년	드라마	OST	주식회사 벅스(BUGS Corporation)	소리날리, 스튜디오드래곤
2024-05-31	2024년	1	164	98133352	새삥 (Prod. by ZICO) (Feat. 호미들)	지코 (ZICO)	스트릿 맨 파이터(SMF) Original Vol.3 (계급미션)	2022-09-06	이전 발매	전체	OST	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2024-05-31	2024년	1	165	103055328	Bubble	STAYC (스테이씨)	TEENFRESH	2023-08-16	이전 발매	댄스	가요	주식회사 카카오엔터테인먼트	HIGHUP ENTERTAINMENT
2024-05-31	2024년	1	166	103016631	거리에서 (Feat. ASH ISLAND)	릴러말즈 (Leellamarz)	거리에서	2023-08-13	이전 발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통대행)	Ambition Musik
2024-05-31	2024년	1	167	89815269	시작	가호 (Gaho)	이태원 클라쓰 OST Part.2 (JTBC 금토드라마)	2020-02-01	이전 발매	드라마	OST	주식회사 블렌딩(신규)	㈜블렌딩
2024-05-31	2024년	1	168	103622216	Either Way	IVE (아이브)	I'VE MINE	2023-10-13	이전 발매	R&B/소울	가요	주식회사 카카오엔터테인먼트	스타쉽 엔터테인먼트
2024-05-31	2024년	1	169	93330349	Next Level	aespa	Next Level	2021-05-17	이전 발매	댄스	가요	주식회사 카카오엔터테인먼트	SM ENTERTAINMENT
2024-05-31	2024년	1	170	82593715	I'm Not The Only One	Sam Smith	In The Lonely Hour	2014-01-01	이전 발매	팝	POP	(주)유니버설뮤직(해외)	Capitol
2024-05-31	2024년	1	171	103804148	Off The Record	IVE (아이브)	I'VE MINE	2023-10-13	이전 발매	R&B/소울	가요	주식회사 카카오엔터테인먼트	스타쉽 엔터테인먼트
2024-05-31	2024년	1	172	105757622	HAPPY	DAY6 (데이식스)	Fourever	2024-03-18	2024년	락	가요	(주)드림어스컴퍼니(국내)	(주)JYP엔터테인먼트
2024-05-31	2024년	1	173	90413574	OHAYO MY NIGHT	디핵 (D-Hack) & PATEKO	OHAYO MY NIGHT	2020-06-20	이전 발매	랩/힙합	가요	(주)와이지플러스	NEOKIDZ
2024-05-31	2024년	1	174	81230210	Stronger (What Doesn't Kill You)	Kelly Clarkson	Stronger (What Doesn't Kill You)	2012-02-06	이전 발매	팝	POP	소니뮤직엔터테인먼트코리아(주)(해외)	RCA Records Label
2024-05-31	2024년	1	175	87894567	Bad	Christopher	Under the Surface	2019-11-08	이전 발매	팝	POP	워너뮤직코리아(주)(해외)	Parlophone Denmark
2024-05-31	2024년	1	176	103967821	잠시라도 우리	성시경 & 나얼	잠시라도 우리	2023-10-19	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	에스케이재원㈜
2024-05-31	2024년	1	177	90544866	At My Worst	Pink Sweat$	The Prelude	2020-07-17	이전 발매	R&B/소울	POP	워너뮤직코리아(주)(해외)	Atlantic Records
2024-05-31	2024년	1	178	104570853	그대가 있는 곳, 언제 어디든	로이킴	로이킴 X 마이데몬	2023-12-01	이전 발매	드라마	OST	주식회사 카카오엔터테인먼트	㈜SBS콘텐츠허브
2024-05-31	2024년	1	179	105858458	너의 편이 돼 줄게	다비치	너의 편이 돼 줄게	2024-03-26	2024년	발라드	가요	STONE MUSIC ENTERTAINMENT(유통대행)	WAKEONE
2024-05-31	2024년	1	180	98633640	Nxde	(여자)아이들	I love	2022-10-17	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	큐브 엔터테인먼트
2024-05-31	2024년	1	181	89996290	좋은 밤 좋은 꿈	너드커넥션 (Nerd Connection)	좋은 밤 좋은 꿈	2020-03-23	이전 발매	락	가요	주식회사 카카오엔터테인먼트	유어썸머
2024-05-31	2024년	1	182	96587489	정이라고 하자 (Feat. 10CM)	BIG Naughty (서동현)	정이라고 하자	2022-04-20	이전 발매	인디	가요	주식회사 카카오엔터테인먼트	H1GHR MUSIC RECORDS
2024-05-31	2024년	1	183	106393876	온기	임영웅	온기	2024-05-06	2024년	발라드	가요	주식회사 카카오엔터테인먼트	물고기뮤직
2024-05-31	2024년	1	184	99014221	London Boy	임영웅	Polaroid	2022-11-15	이전 발매	락	가요	(주)드림어스컴퍼니(국내)	물고기뮤직
2024-05-31	2024년	1	185	86941521	봄날	방탄소년단	YOU NEVER WALK ALONE	2017-02-13	이전 발매	댄스	가요	(주)와이지플러스	BIGHIT MUSIC
2024-05-31	2024년	1	186	92125854	Celebrity	아이유 (IU)	IU 5th Album 'LILAC'	2021-03-25	이전 발매	댄스	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2024-05-31	2024년	1	187	99926264	These Tears	Andy Grammer	These Tears	2023-01-13	이전 발매	팝	POP	(주)유니버설뮤직(해외)	Giant Soul Records LLC Under Exclusive License To S-Curve Records
2024-05-31	2024년	1	188	102051698	사실말야내가말야그게그러니까말이야	케이시 (Kassy)	사실말야내가말야그게그러니까말이야	2023-06-04	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	넥스타엔터테인먼트
2024-05-31	2024년	1	189	88344888	12 : 45 (Stripped)	Etham	12 : 45 (Stripped)	2018-10-26	이전 발매	팝	POP	(주)유니버설뮤직(해외)	Closer Recordings Limited
2024-05-31	2024년	1	190	106150790	By Your Side	Crush	By Your Side	2024-04-17	2024년	R&B/소울	가요	주식회사 벅스(BUGS Corporation)	엔에이치엔링크(주), (주)에이치아이아이피컬쳐
2024-05-31	2024년	1	191	90178428	에잇 (Prod. & Feat. SUGA of BTS)	아이유 (IU)	에잇	2020-05-06	이전 발매	락	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2024-05-31	2024년	1	192	89275179	기억해줘요 내 모든 날과 그때를	거미 (Gummy)	호텔 델루나 OST Part.7 (tvN 토일드라마)	2019-08-04	이전 발매	드라마	OST	(주)드림어스컴퍼니(국내)	Beyond Music
2024-05-31	2024년	1	193	96517321	LOVE me	BE'O (비오)	LOVE me	2022-04-12	이전 발매	랩/힙합	가요	주식회사 카카오엔터테인먼트	BIGPLANETMADE, SWING ENTERTAINMENT, 페임어스 엔터테인먼트
2024-05-31	2024년	1	194	101483795	Heaven (2023)	임재현	시작은 첫키스 OST Part.1	2023-04-25	이전 발매	드라마	OST	주식회사 벅스(BUGS Corporation)	캔버스뮤직
2024-05-31	2024년	1	195	105791164	칵테일 사랑	경서	칵테일 사랑	2024-03-31	2024년	발라드	가요	(주)지니뮤직	러브썸 프로젝트 
2024-05-31	2024년	1	196	106586420	선물	하성운	선재 업고 튀어 OST Part 9	2024-05-21	2024년	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	BON FACTORY, Stone Music Entertainment
2024-05-31	2024년	1	197	104040597	음악의 신	세븐틴 (SEVENTEEN)	SEVENTEEN 11th Mini Album 'SEVENTEENTH HEAVEN'	2023-10-23	이전 발매	댄스	가요	(주)와이지플러스	플레디스 엔터테인먼트
2024-05-31	2024년	1	198	95990155	INVU	태연 (TAEYEON)	INVU - The 3rd Album	2022-02-14	이전 발매	댄스	가요	주식회사 카카오엔터테인먼트	SM ENTERTAINMENT
2024-05-31	2024년	1	199	94133414	고백	멜로망스 (MeloMance)	세 번째 '고백'	2021-08-29	이전 발매	인디	가요	주식회사 카카오엔터테인먼트	카카오엔터테인먼트, 민트페이퍼, 광합성
2024-05-31	2024년	1	200	101831612	Blue Moon	엔플라잉 (N.Flying)	Once in a BLUE MOON	2023-05-20	이전 발매	락	가요	주식회사 카카오엔터테인먼트	FNC엔터테인먼트
2024-05-31	2024년	1	201	106585103	거짓말처럼	TOIL & Gist	거짓말처럼 (남은 인생 10년 X TOIL & Gist)	2024-05-17	2024년	전체	가요	주식회사 카카오엔터테인먼트	TOON STUDIO
2024-05-31	2024년	1	202	106393875	Home	임영웅	온기	2024-05-06	2024년	발라드	가요	주식회사 카카오엔터테인먼트	물고기뮤직
2024-05-31	2024년	1	203	90190991	개화 (Flowering)	LUCY	DEAR.	2020-05-08	이전 발매	락	가요	주식회사 카카오엔터테인먼트	미스틱스토리
2024-05-31	2024년	1	204	99014222	Polaroid	임영웅	Polaroid	2022-11-15	이전 발매	락	가요	(주)드림어스컴퍼니(국내)	물고기뮤직
2024-05-31	2024년	1	205	103807036	Do or Die	임영웅	Do or Die	2023-10-09	이전 발매	일렉트로니카	가요	주식회사 카카오엔터테인먼트	물고기뮤직
2024-05-31	2024년	1	206	106721866	은하수	먼데이 키즈 (Monday Kiz)	은하수	2024-05-30	2024년	전체	가요	주식회사 카카오엔터테인먼트	비밀창고
2024-05-31	2024년	1	207	106340424	Popcorn	도경수 (D.O.)	성장 - THE 3RD MINI ALBUM	2024-05-07	2024년	발라드	가요	(주)드림어스컴퍼니(국내)	COMPANYSOOSOO
2024-05-31	2024년	1	208	103122543	달빛에 그려지는	미연 ((여자)아이들)	연인 OST Part.4	2023-08-20	이전 발매	드라마	OST	주식회사 벅스(BUGS Corporation)	(주)도너츠컬처
2024-05-31	2024년	1	209	106464510	무슨 일 있었니	박재정	무슨 일 있었니	2024-05-09	2024년	전체	가요	주식회사 카카오엔터테인먼트	주식회사 로맨틱팩토리
2024-05-31	2024년	1	210	106711420	이젠 안녕	카더가든	이젠 안녕 (남은 인생 10년 X 카더가든)	2024-05-29	2024년	전체	가요	주식회사 카카오엔터테인먼트	TOON STUDIO
2024-05-31	2024년	1	211	106273695	A Day	종호 (ATEEZ)	선재 업고 튀어 OST Part 5	2024-04-30	2024년	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	BON FACTORY, Stone Music Entertainment
2024-05-31	2024년	1	212	81459821	All For You	서인국 & 정은지	응답하라 1997 Love Story Part 1 (tvN 화요드라마)	2012-08-28	이전 발매	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	젤리피쉬 엔터테인먼트, 에이큐브 엔터테인먼트
2024-05-31	2024년	1	213	96696817	인생찬가	임영웅	IM HERO	2022-05-02	이전 발매	발라드	가요	(주)드림어스컴퍼니(국내)	물고기뮤직
2024-05-31	2024년	1	214	103414267	별 떨어진다 (I Do)	도경수 (D.O.)	기대 - The 2nd Mini Album	2023-09-18	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	SM ENTERTAINMENT
2024-05-31	2024년	1	215	102563174	New Jeans	NewJeans	NewJeans 2nd EP 'Get Up'	2023-07-21	이전 발매	댄스	가요	(주)와이지플러스	ADOR
2024-05-31	2024년	1	216	96696813	보금자리	임영웅	IM HERO	2022-05-02	이전 발매	발라드	가요	(주)드림어스컴퍼니(국내)	물고기뮤직
2024-05-31	2024년	1	217	81397683	어땠을까 (Feat. 박정현)	싸이 (Psy)	싸이6甲 Part.1	2012-07-15	이전 발매	댄스	가요	(주)와이지플러스	(주)YG엔터테인먼트
2024-05-31	2024년	1	218	89296790	안녕	폴킴	호텔 델루나 OST Part.10 (tvN 토일드라마)	2019-08-12	이전 발매	드라마	OST	(주)드림어스컴퍼니(국내)	Beyond Music
2024-05-31	2024년	1	219	16169546	Timeless	SG워너비	Wanna Be＋	2004-01-19	이전 발매	R&B/소울	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2024-05-31	2024년	1	220	16148704	그랬나봐	김형중	Kim Hyung Joong 1	2003-02-01	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	㈜SBS콘텐츠허브
2024-05-31	2024년	1	221	96696815	연애편지	임영웅	IM HERO	2022-05-02	이전 발매	발라드	가요	(주)드림어스컴퍼니(국내)	물고기뮤직
2024-05-31	2024년	1	222	89327408	Cruel Summer	Taylor Swift	Lover	2019-08-23	이전 발매	팝	POP	(주)유니버설뮤직(해외)	Taylor Swift
2024-05-31	2024년	1	223	94321284	찰나가 영원이 될 때 (The Eternal Moment)	마크툽 (Maktub)	Red Moon : Beyond The Light	2021-09-19	이전 발매	인디	가요	(주)비타민엔터테인먼트(국내)	(주)MAKTUB Company
2024-05-31	2024년	1	224	98664198	떠나보낼 준비해 둘걸 그랬어	임한별	떠나보낼 준비해 둘걸 그랬어	2022-10-18	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	오늘의 선곡
2024-05-31	2024년	1	225	105178845	기억해줘요 내 모든 날과 그때를	화곡동 청개구리	기억해줘요 내 모든 날과 그때를	2024-01-16	2024년	발라드	가요	주식회사 카카오엔터테인먼트	Kanverse
2024-05-31	2024년	1	226	97404331	보고싶었어	WSG워너비 (4FIRE)	WSG워너비 1집	2022-07-09	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	문화방송
2024-05-31	2024년	1	227	87998685	여행	볼빨간사춘기	Red Diary Page.2	2018-05-24	이전 발매	인디	가요	주식회사 벅스(BUGS Corporation)	쇼파르뮤직
2024-05-31	2024년	1	228	106536225	Set The Tone	aespa	Armageddon - The 1st Album	2024-05-27	2024년	댄스	가요	주식회사 카카오엔터테인먼트	SM ENTERTAINMENT
2024-05-31	2024년	1	229	80758339	죽을 만큼 아파서 (Feat. 멜로우)	MC몽	블루브랜드 2집 Trauma Part. 2	2010-06-24	이전 발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2024-05-31	2024년	1	230	87479651	그리워하다	비투비	Brother Act.	2017-10-16	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	큐브 엔터테인먼트
2024-05-31	2024년	1	231	97728588	Cookie	NewJeans	NewJeans 1st EP 'New Jeans'	2022-08-01	이전 발매	댄스	가요	(주)와이지플러스	ADOR
2024-05-31	2024년	1	232	94546037	내 기쁨은 너가 벤틀리를 끄는 거야	김승민	PROTOTYPE RESEARCH #0063	2021-10-19	이전 발매	랩/힙합	가요	주식회사 카카오엔터테인먼트	(주)뷰티플노이즈
2024-05-31	2024년	1	233	93700014	Weekend	태연 (TAEYEON)	Weekend	2021-07-06	이전 발매	댄스	가요	주식회사 카카오엔터테인먼트	SM ENTERTAINMENT
2024-05-31	2024년	1	234	88511064	옥탑방 (Rooftop)	엔플라잉 (N.Flying)	FLY HIGH PROJECT #2 '옥탑방'	2019-01-02	이전 발매	락	가요	주식회사 카카오엔터테인먼트	FNC엔터테인먼트
2024-05-31	2024년	1	235	103364221	I Love My Body	화사 (HWASA)	I Love My Body	2023-09-06	이전 발매	댄스	가요	(주)비타민엔터테인먼트(국내)	피네이션
2024-05-31	2024년	1	236	92797995	Tiny Riot	Sam Ryder	The Sun's Gonna Rise	2021-09-24	이전 발매	팝	POP	워너뮤직코리아(주)(해외)	Parlophone UK
2024-05-31	2024년	1	237	16183743	참 다행이야	Spapa	Rebegining Story 2004	2004-12-08	이전 발매	전체	가요	마운드미디어 주식회사	예전미디어
2024-05-31	2024년	1	238	105991343	단	노을	단	2024-04-07	2024년	발라드	가요	STONE MUSIC ENTERTAINMENT(유통대행)	IK PRODUCTION, GTMNY
2024-05-31	2024년	1	239	16172816	너에게 쓰는 편지 (Feat. 린)	MC몽	180 Degree	2004-04-23	이전 발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2024-05-31	2024년	1	240	93330506	pocket locket	Alaina Castillo	parallel universe pt. 1	2021-05-14	이전 발매	팝	POP	Orchard	Chosen People
2024-05-31	2024년	1	241	106097719	Espresso	Sabrina Carpenter	Espresso	2024-04-12	2024년	팝	POP	(주)유니버설뮤직(해외)	Island Records
2024-05-31	2024년	1	242	99576616	Say I Love You	우디 (Woody)	Say I Love You (Re : WIND 4MEN Vol.04)	2022-12-21	이전 발매	발라드	가요	(주)지니뮤직	메이저나인
2024-05-31	2024년	1	243	93352112	Butter	방탄소년단	Butter	2021-05-21	이전 발매	댄스	가요	(주)와이지플러스	BIGHIT MUSIC
2024-05-31	2024년	1	244	89671631	METEOR	창모 (CHANGMO)	Boyhood	2019-11-29	이전 발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통대행)	Ambition Musik
2024-05-31	2024년	1	245	70953450	눈의 꽃	박효신	눈의 꽃	2008-11-26	이전 발매	전체	OST	(주)오감엔터테인먼트	
2024-05-31	2024년	1	246	93335952	헤픈 우연	헤이즈 (Heize)	HAPPEN	2021-05-20	이전 발매	R&B/소울	가요	STONE MUSIC ENTERTAINMENT(유통대행)	피네이션
2024-05-31	2024년	1	247	106295083	청혼	김수현	눈물의 여왕 OST Special Track	2024-04-29	2024년	드라마	OST	주식회사 벅스(BUGS Corporation)	소리날리, 스튜디오드래곤
2024-05-31	2024년	1	248	101089615	That's Not How This Works (Feat. Dan ＋ Shay)	Charlie Puth	That's Not How This Works	2023-03-31	이전 발매	팝	POP	워너뮤직코리아(주)(해외)	Atlantic Records
2024-05-31	2024년	1	249	96664100	That That (Prod. & Feat. SUGA of BTS)	싸이 (Psy)	싸다9	2022-04-29	이전 발매	댄스	가요	(주)드림어스컴퍼니(국내)	P NATION
2024-05-31	2024년	1	250	84861691	One Call Away	Charlie Puth	Nine Track Mind (Deluxe Edition)	2016-11-11	이전 발매	팝	POP	워너뮤직코리아(주)(해외)	Artist Partner
2024-06-01	2024년	1	1	106536223	Supernova	aespa	Armageddon - The 1st Album	2024-05-27	2024년	댄스	가요	주식회사 카카오엔터테인먼트	SM ENTERTAINMENT
2024-06-01	2024년	1	2	106668582	How Sweet	NewJeans	How Sweet	2024-05-24	2024년	댄스	가요	(주)와이지플러스	ADOR
2024-06-01	2024년	1	3	106290214	SPOT! (Feat. JENNIE)	지코 (ZICO)	SPOT!	2024-04-26	2024년	랩/힙합	가요	(주)와이지플러스	KOZ 엔터테인먼트
2024-06-01	2024년	1	4	106297207	해야 (HEYA)	IVE (아이브)	IVE SWITCH	2024-04-29	2024년	팝	POP	주식회사 카카오엔터테인먼트	스타쉽 엔터테인먼트
2024-06-01	2024년	1	5	105938136	고민중독	QWER	1st Mini Album 'MANITO'	2024-04-01	2024년	락	가요	주식회사 카카오엔터테인먼트	타마고 프로덕션
2024-06-01	2024년	1	6	105872512	Magnetic	아일릿 (ILLIT)	SUPER REAL ME	2024-03-25	2024년	댄스	가요	STONE MUSIC ENTERTAINMENT(유통대행)	빌리프랩
2024-06-01	2024년	1	7	105260468	나는 아픈 건 딱 질색이니까	(여자)아이들	2	2024-01-29	2024년	댄스	가요	주식회사 카카오엔터테인먼트	큐브 엔터테인먼트
2024-06-01	2024년	1	8	106298297	Bubble Gum	NewJeans	How Sweet	2024-05-24	2024년	댄스	가요	(주)와이지플러스	ADOR
2024-06-01	2024년	1	9	104055957	소나기	이클립스 (ECLIPSE)	선재 업고 튀어 OST Part 1	2024-04-08	2024년	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	BON FACTORY, Stone Music Entertainment
2024-06-01	2024년	1	10	105262751	첫 만남은 계획대로 되지 않아	TWS (투어스)	TWS 1st Mini Album 'Sparkling Blue'	2024-01-22	2024년	댄스	가요	(주)와이지플러스	플레디스 엔터테인먼트
2024-06-01	2024년	1	11	86931930	예뻤어	DAY6 (데이식스)	Every DAY6 February	2017-02-06	이전 발매	락	가요	(주)드림어스컴퍼니(국내)	(주)JYP엔터테인먼트
2024-06-01	2024년	1	12	89220627	한 페이지가 될 수 있게	DAY6 (데이식스)	The Book of Us : Gravity	2019-07-15	이전 발매	락	가요	(주)드림어스컴퍼니(국내)	(주)JYP엔터테인먼트
2024-06-01	2024년	1	13	105563654	천상연	이창섭	천상연 (웹툰 '선녀외전' X 이창섭 (LEE CHANGSUB))	2024-02-21	2024년	발라드	가요	(주)와이지플러스	TOON STUDIO
2024-06-01	2024년	1	14	104821618	에피소드	이무진	에피소드	2023-12-13	이전 발매	락	가요	주식회사 카카오엔터테인먼트	BIGPLANETMADE
2024-06-01	2024년	1	15	105464107	밤양갱	비비 (BIBI)	밤양갱	2024-02-13	2024년	R&B/소울	가요	주식회사 카카오엔터테인먼트	FeelGhoodMusic
2024-06-01	2024년	1	16	105872348	미안해 미워해 사랑해	Crush	눈물의 여왕 OST Part.4	2024-03-24	2024년	드라마	OST	주식회사 벅스(BUGS Corporation)	소리날리, 스튜디오드래곤
2024-06-01	2024년	1	17	106536224	Armageddon	aespa	Armageddon - The 1st Album	2024-05-27	2024년	댄스	가요	주식회사 카카오엔터테인먼트	SM ENTERTAINMENT
2024-06-01	2024년	1	18	105954932	SHEESH	BABYMONSTER	BABYMONS7ER	2024-04-01	2024년	랩/힙합	가요	(주)와이지플러스	YG Entertainment
2024-06-01	2024년	1	19	105293063	Love wins all	아이유 (IU)	The Winning	2024-02-20	2024년	발라드	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2024-06-01	2024년	1	20	104553679	비의 랩소디	임재현	비의 랩소디	2023-12-03	이전 발매	발라드	가요	(주)지니뮤직	새벽테잎, IK PRODUCTION
2024-06-01	2024년	1	21	97582507	Hype Boy	NewJeans	NewJeans 1st EP 'New Jeans'	2022-08-01	이전 발매	댄스	가요	(주)와이지플러스	ADOR
2024-06-01	2024년	1	22	101407645	헤어지자 말해요	박재정	1집 Alone	2023-04-20	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	주식회사 로맨틱팩토리
2024-06-01	2024년	1	23	101268096	I AM	IVE (아이브)	I've IVE	2023-04-10	이전 발매	댄스	가요	주식회사 카카오엔터테인먼트	스타쉽 엔터테인먼트
2024-06-01	2024년	1	24	104534602	To. X	태연 (TAEYEON)	To. X - The 5th Mini Album	2023-11-27	이전 발매	R&B/소울	가요	주식회사 카카오엔터테인먼트	SM ENTERTAINMENT
2024-06-01	2024년	1	25	105757621	Welcome to the Show	DAY6 (데이식스)	Fourever	2024-03-18	2024년	락	가요	(주)드림어스컴퍼니(국내)	(주)JYP엔터테인먼트
2024-06-01	2024년	1	26	102724316	ETA	NewJeans	NewJeans 2nd EP 'Get Up'	2023-07-21	이전 발매	댄스	가요	(주)와이지플러스	ADOR
2024-06-01	2024년	1	27	103024121	그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection))	너드커넥션 (Nerd Connection)	그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection))	2023-08-15	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	TOON STUDIO
2024-06-01	2024년	1	28	99570005	Ditto	NewJeans	NewJeans 'OMG'	2023-01-02	이전 발매	댄스	가요	(주)와이지플러스	ADOR
2024-06-01	2024년	1	29	104277953	Drama	aespa	Drama - The 4th Mini Album	2023-11-10	이전 발매	댄스	가요	주식회사 카카오엔터테인먼트	SM ENTERTAINMENT
2024-06-01	2024년	1	30	96424586	사건의 지평선	윤하 (YOUNHA)	YOUNHA 6th Album Repackage 'END THEORY : Final Edition'	2022-03-30	이전 발매	락	가요	주식회사 카카오엔터테인먼트	C9 ENTERTAINMENT
2024-06-01	2024년	1	31	106350513	그랬나봐	유회승 (엔플라잉)	선재 업고 튀어 OST Part 6	2024-05-06	2024년	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	BON FACTORY, Stone Music Entertainment
2024-06-01	2024년	1	32	105980797	청혼하지 않을 이유를 못 찾았어	이무진	청혼하지 않을 이유를 못 찾았어	2024-04-02	2024년	발라드	가요	주식회사 카카오엔터테인먼트	BIGPLANETMADE
2024-06-01	2024년	1	33	105544232	EASY	LE SSERAFIM (르세라핌)	EASY	2024-02-19	2024년	댄스	가요	(주)와이지플러스	쏘스뮤직
2024-06-01	2024년	1	34	100522029	심 (心)	DK (디셈버)	심 (心)	2023-02-19	이전 발매	락	가요	주식회사 카카오엔터테인먼트	방구석 캐스팅
2024-06-01	2024년	1	35	102563175	Super Shy	NewJeans	NewJeans 2nd EP 'Get Up'	2023-07-21	이전 발매	댄스	가요	(주)와이지플러스	ADOR
2024-06-01	2024년	1	36	104919515	슬픈 초대장	순순희 (지환)	슬픈 초대장	2023-12-19	이전 발매	발라드	가요	주식회사 벅스(BUGS Corporation)	(주)제나두엔터테인먼트 & (주)끌림엔터테인먼트
2024-06-01	2024년	1	37	96042335	사랑인가 봐	멜로망스 (MeloMance)	사랑인가 봐 (사내맞선 OST 스페셜 트랙)	2022-02-18	이전 발매	드라마	OST	주식회사 카카오엔터테인먼트	플렉스엠
2024-06-01	2024년	1	38	98304971	I Don't Think That I Like Her	Charlie Puth	CHARLIE	2022-10-07	이전 발매	팝	POP	워너뮤직코리아(주)(해외)	Atlantic Records
2024-06-01	2024년	1	39	104055958	Run Run	이클립스 (ECLIPSE)	선재 업고 튀어 OST Part 1	2024-04-08	2024년	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	BON FACTORY, Stone Music Entertainment
