년도	월	앨범명	앨범유형	플랫폼 앨범 종류	아티스트명	유형	음반 판매량	유통사
2024년	12월	KILL THIS LOVE	피지컬앨범		BLACKPINK	걸그룹	5,344	YG PLUS
2024년	12월	Christmas EveL	피지컬앨범		Stray Kids (스트레이 키즈)	보이그룹	5,323	Dreamus
2023년	05월	SOLO	피지컬앨범		제니 (JENNIE)	여자솔로	5,206	YG PLUS
2024년	12월	2nd Mini Album `Algorithm's Blossom`	피지컬앨범		QWER	걸그룹	5,277	Kakao Entertainment
2024년	12월	N/a (Nemo)	플랫폼앨범	NEMO 앨범	izna (이즈나)	걸그룹	5,104	지니뮤직, Stone Music Entertainment
2024년	12월	2nd EP `Get Up` (Weverse)	플랫폼앨범	WEVERSE 앨범	NewJeans	걸그룹	4,844	YG PLUS
2024년	12월	DIMENSION : DILEMMA	피지컬앨범		ENHYPEN	보이그룹	4,716	지니뮤직, Stone Music Entertainment
2024년	12월	1st EP `New Jeans` (Weverse)	플랫폼앨범	WEVERSE 앨범	NewJeans	걸그룹	4,660	YG PLUS
2024년	12월	Happy	피지컬앨범		진 (JIN)	남자솔로	4,601	YG PLUS
2024년	12월	Lose Yourself	피지컬앨범		KISS OF LIFE	걸그룹	4,560	Kakao Entertainment
2024년	12월	Drama - The 4th Mini Album	피지컬앨범		aespa	걸그룹	4,482	Kakao Entertainment
2024년	12월	X	피지컬앨범		씨엔블루 (CNBLUE)	보이그룹	4,468	Kakao Entertainment
2022년	04월	容 : FACE	피지컬앨범		솔라	여자솔로	5,096	Kakao Entertainment
2024년	12월	BORN LIKE THIS	피지컬앨범		AB6IX (에이비식스)	보이그룹	4,175	Warner Music
2024년	12월	권지용 (USB)	피지컬앨범		G-Dragon	남자솔로	4,151	YG PLUS
2024년	12월	GO生	피지컬앨범		Stray Kids (스트레이 키즈)	보이그룹	4,087	Dreamus
2024년	12월	RIIZING : Epilogue - The 1st Mini Album	피지컬앨범		RIIZE	보이그룹	4,060	Kakao Entertainment
2024년	12월	역성	피지컬앨범		이승윤	남자솔로	4,019	Kakao Entertainment
2024년	12월	GOLD	피지컬앨범		ITZY (있지)	걸그룹	3,995	Dreamus
2024년	12월	ONE QUESTION	피지컬앨범		앰퍼샌드원 (AMPERS&ONE)	보이그룹	3,953	Kakao Entertainment
2024년	12월	Archive 1: [Road Runner]	피지컬앨범		JAY B	남자솔로	3,935	Kakao Entertainment
2024년	12월	AAA (LP)	피지컬앨범		혁오 (hyukoh), Sunset Rollercoaster	보이그룹	3,895	YG PLUS
2024년	12월	LOVE YOURSELF 轉 `Tear`	피지컬앨범		방탄소년단	보이그룹	3,678	YG PLUS
2024년	12월	樂-STAR	피지컬앨범		Stray Kids (스트레이 키즈)	보이그룹	3,471	Dreamus
2024년	12월	11th Mini Album `SEVENTEENTH HEAVEN`	피지컬앨범		세븐틴	보이그룹	3,442	YG PLUS
2024년	12월	MAP OF THE SOUL : 7	피지컬앨범		방탄소년단	보이그룹	3,397	YG PLUS
2024년	12월	ATE	피지컬앨범		Stray Kids (스트레이 키즈)	보이그룹	3,317	Dreamus
2024년	12월	쿠데타 (COUP D'ETAT)	피지컬앨범		G-Dragon	남자솔로	3,277	YG PLUS
2024년	12월	1st ALBUM <1991>	피지컬앨범		이창섭	남자솔로	3,255	Kakao Entertainment
2024년	12월	`OMG` (Weverse)	플랫폼앨범	WEVERSE 앨범	NewJeans	걸그룹	3,249	YG PLUS
2022년	12월	INVU - The 3rd Album (LP)	피지컬앨범		태연 (TAEYEON)	여자솔로	5,000	Dreamus
2025년	1월	2nd Single Album `TELEPARTY`	피지컬앨범		부석순 (SEVENTEEN)	보이그룹	499,999	YG PLUS
2025년	1월	Flip it, Kick it!	피지컬앨범		KickFlip(킥플립)	보이그룹	311,676	Dreamus
2025년	1월	OCEAN	피지컬앨범		박지현	남자솔로	249,067	세일뮤직
2025년	1월	3rd Mini Album `Love Potion`	피지컬앨범		엔싸인 (n.SSign)	보이그룹	171,977	Kakao Entertainment
2025년	2월	HER (LP)	피지컬앨범		민니 ((여자)아이들)	여자솔로	5,000	Kakao Entertainment
2025년	1월	WINTER HEPTAGON	피지컬앨범		GOT7	보이그룹	126,976	Kakao Entertainment
2025년	1월	2nd Single Album `TELEPARTY` (Weverse)	플랫폼앨범	WEVERSE 앨범	부석순 (SEVENTEEN)	보이그룹	124,939	YG PLUS
2025년	1월	CONNECTION	피지컬앨범		온유 (ONEW)	남자솔로	86,502	Dreamus
2025년	1월	2nd Single Album `TELEPARTY` (KiT)	플랫폼앨범	KIT 앨범	부석순 (SEVENTEEN)	보이그룹	80,811	YG PLUS
2025년	1월	Season of Memories	피지컬앨범		여자친구 (GFRIEND)	걸그룹	70,094	YG PLUS
2025년	1월	THUNDER FEVER	피지컬앨범		CIX (씨아이엑스)	보이그룹	55,599	Kakao Entertainment
2025년	1월	12th Mini Album `SPILL THE FEELS`	피지컬앨범		세븐틴	보이그룹	55,234	YG PLUS
2025년	1월	The Feelings	피지컬앨범		위아이 (WEi)	보이그룹	50,073	Kakao Entertainment
2025년	1월	EXPLORER	피지컬앨범		은혁 (EUNHYUK)	남자솔로	44,369	Dreamus
2022년	04월	SMiLEY	피지컬앨범		YENA(최예나)	여자솔로	4,967	지니뮤직, Stone Music Entertainment
2025년	1월	Dear.M (POCA)	플랫폼앨범	POCA 앨범	원어스(ONEUS)	보이그룹	28,443	Kakao Entertainment
2025년	1월	CONNECTION (Nemo)	플랫폼앨범	NEMO 앨범	온유 (ONEW)	남자솔로	25,032	Dreamus
2025년	1월	DRIP (Nemo)	플랫폼앨범	NEMO 앨범	BABYMONSTER	걸그룹	23,316	YG PLUS
2025년	1월	SEQUENCE #4 (EVER ver.)	플랫폼앨범	EVER 앨범	김재중	남자솔로	22,898	Warner Music
2025년	1월	4th Album `Face the Sun`	피지컬앨범		세븐틴	보이그룹	19,524	YG PLUS
2025년	1월	HOW?	피지컬앨범		BOYNEXTDOOR	보이그룹	16,559	YG PLUS
2025년	1월	合 (HOP)	피지컬앨범		Stray Kids (스트레이 키즈)	보이그룹	16,244	Dreamus
2025년	1월	I`mma Be	피지컬앨범		XLOV	남자솔로	16,000	쿼터뮤직
2025년	1월	ROMANCE : UNTOLD	피지컬앨범		ENHYPEN	보이그룹	15,588	지니뮤직, Stone Music Entertainment
2025년	1월	PYGMALION	피지컬앨범		원어스(ONEUS)	보이그룹	15,000	Kakao Entertainment
2025년	1월	Drama - The 4th Mini Album	피지컬앨범		aespa	걸그룹	14,955	Kakao Entertainment
2025년	1월	DRIP	피지컬앨범		BABYMONSTER	걸그룹	14,639	YG PLUS
2025년	1월	3rd Mini Album `Love Potion` (Nemo)	플랫폼앨범	NEMO 앨범	엔싸인 (n.SSign)	보이그룹	14,628	Kakao Entertainment
2025년	1월	La Dolce Vita	피지컬앨범		원어스(ONEUS)	보이그룹	14,373	Kakao Entertainment
2025년	1월	19.99	피지컬앨범		BOYNEXTDOOR	보이그룹	13,827	YG PLUS
2025년	1월	9th Mini Album `Attacca`	피지컬앨범		세븐틴	보이그룹	13,199	YG PLUS
2025년	1월	WHY..	피지컬앨범		BOYNEXTDOOR	보이그룹	12,630	YG PLUS
2025년	1월	DUSK	피지컬앨범		윤산하 (ASTRO)	남자솔로	11,579	Kakao Entertainment
2025년	1월	LOVE DIVE	피지컬앨범		IVE (아이브)	걸그룹	11,297	Kakao Entertainment
2025년	1월	Supernatural	피지컬앨범		NewJeans	걸그룹	11,226	YG PLUS
2025년	1월	Flip it, Kick it! (Nemo)	플랫폼앨범	NEMO 앨범	KickFlip(킥플립)	보이그룹	11,198	Dreamus
2025년	1월	별의 장: SANCTUARY	피지컬앨범		투모로우바이투게더	보이그룹	10,988	YG PLUS
2025년	1월	ONE QUESTION	피지컬앨범		앰퍼샌드원 (AMPERS&ONE)	보이그룹	10,415	Kakao Entertainment
2025년	1월	ELEVEN	피지컬앨범		IVE (아이브)	걸그룹	10,319	Kakao Entertainment
2025년	1월	I feel	피지컬앨범		(여자)아이들	걸그룹	10,315	Kakao Entertainment
2025년	1월	＜ASSEMBLE24＞ (Cosmo)	플랫폼앨범	COSMO 앨범	tripleS (트리플에스)	걸그룹	9,888	Kakao Entertainment
2025년	1월	SECRET SANTA	피지컬앨범		원위 (ONEWE)	보이그룹	9,877	Kakao Entertainment
2025년	1월	1st EP `New Jeans`	피지컬앨범		NewJeans	걸그룹	9,708	YG PLUS
2025년	1월	I`ve IVE	피지컬앨범		IVE (아이브)	걸그룹	9,575	Kakao Entertainment
2025년	1월	How Sweet	피지컬앨범		NewJeans	걸그룹	9,170	YG PLUS
2025년	1월	After LIKE	피지컬앨범		IVE (아이브)	걸그룹	9,142	Kakao Entertainment
2025년	1월	ROMANCE : UNTOLD -daydream-	피지컬앨범		ENHYPEN	보이그룹	9,014	지니뮤직, Stone Music Entertainment
2025년	1월	PINATA	피지컬앨범		A.C.E (에이스)	보이그룹	8,880	YG PLUS
2025년	1월	2nd EP `Get Up`	피지컬앨범		NewJeans	걸그룹	8,786	YG PLUS
2025년	1월	GOLDEN HOUR : Part.2	피지컬앨범		ATEEZ (에이티즈)	보이그룹	8,571	Sony Music
2025년	1월	合 (HOP) (Nemo)	플랫폼앨범	NEMO 앨범	Stray Kids (스트레이 키즈)	보이그룹	8,466	Dreamus
2025년	1월	I`VE MINE	피지컬앨범		IVE (아이브)	걸그룹	8,458	Kakao Entertainment
2025년	1월	FIND THE ORBIT	피지컬앨범		CRAVITY	보이그룹	8,387	Kakao Entertainment
2025년	1월	별의 장: SANCTUARY (Weverse)	플랫폼앨범	WEVERSE 앨범	투모로우바이투게더	보이그룹	8,191	YG PLUS
2025년	1월	NOEASY	피지컬앨범		Stray Kids (스트레이 키즈)	보이그룹	8,140	Dreamus
2025년	1월	INEVITABLE	피지컬앨범		SUPER JUNIOR-D&E (동해&은혁)	남성듀오	8,125	Dreamus
2025년	1월	`OMG`	피지컬앨범		NewJeans	걸그룹	8,079	YG PLUS
2025년	1월	MAXIDENT	피지컬앨범		Stray Kids (스트레이 키즈)	보이그룹	8,064	Dreamus
2025년	1월	BORN PINK	피지컬앨범		BLACKPINK	걸그룹	7,713	YG PLUS
2025년	1월	BORN LIKE THIS	피지컬앨범		AB6IX (에이비식스)	보이그룹	7,210	Warner Music
2025년	1월	Remember Us : Youth Part 2	피지컬앨범		DAY6	보이그룹	7,124	Dreamus
2025년	1월	BURN	피지컬앨범		VANNER (배너)	보이그룹	7,066	지니뮤직
2025년	1월	[My Christmas Sweet Love] (POCA)	플랫폼앨범	POCA 앨범	드림캐쳐	걸그룹	6,999	Kakao Entertainment
2025년	1월	Ravel: The Complete Solo Piano Works	피지컬앨범		조성진	남자솔로	6,971	Universal Music
2025년	1월	minisode 3: TOMORROW	피지컬앨범		투모로우바이투게더	보이그룹	6,856	YG PLUS
2025년	2월	AMORTAGE (SMC)	플랫폼앨범	SMC 앨범	지수 (JISOO)	여자솔로	4,900	YG PLUS
2025년	1월	11th Mini Album `SEVENTEENTH HEAVEN`	피지컬앨범		세븐틴	보이그룹	6,571	YG PLUS
2025년	1월	Supernatural (Weverse)	플랫폼앨범	WEVERSE 앨범	NewJeans	걸그룹	6,569	YG PLUS
2025년	1월	THE ALBUM	피지컬앨범		BLACKPINK	걸그룹	6,422	YG PLUS
2025년	1월	LOVElution < ↀ > (Cosmo)	플랫폼앨범	COSMO 앨범	tripleS (트리플에스)	걸그룹	6,378	Kakao Entertainment
2025년	1월	ODDINARY	피지컬앨범		Stray Kids (스트레이 키즈)	보이그룹	6,358	Dreamus
2025년	1월	X-82 (POCA)	플랫폼앨범	POCA 앨범	82MAJOR (에이티투메이저)	보이그룹	6,214	지니뮤직, Stone Music Entertainment
2025년	1월	EVOLution ＜⟡＞ (Cosmo)	플랫폼앨범	COSMO 앨범	tripleS (트리플에스)	걸그룹	6,084	Kakao Entertainment
2025년	1월	I SWAY	피지컬앨범		(여자)아이들	걸그룹	5,960	Kakao Entertainment
2025년	1월	MOONRISE	피지컬앨범		DAY6	보이그룹	5,841	Dreamus
2025년	1월	7th Mini Album `헹가래`	피지컬앨범		세븐틴	보이그룹	5,785	YG PLUS
2025년	1월	Shoot Me : Youth Part 1	피지컬앨범		DAY6	보이그룹	5,743	Dreamus
2025년	1월	GOLDEN	피지컬앨범		정국	남자솔로	5,739	YG PLUS
2025년	1월	Archive 1: [Road Runner]	피지컬앨범		JAY B	남자솔로	5,481	Kakao Entertainment
2025년	1월	I`LL LIKE YOU	피지컬앨범		아일릿(ILLIT)	걸그룹	5,398	지니뮤직, Stone Music Entertainment
2025년	1월	KILL THIS LOVE	피지컬앨범		BLACKPINK	걸그룹	5,292	YG PLUS
2025년	1월	IVE SWITCH	피지컬앨범		IVE (아이브)	걸그룹	5,292	Kakao Entertainment
2025년	1월	NALLINA	피지컬앨범		NEXZ (넥스지)	보이그룹	5,238	Dreamus
2025년	1월	The Book of Us : Gravity	피지컬앨범		DAY6	보이그룹	5,233	Dreamus
2025년	1월	HOW? (Weverse)	플랫폼앨범	WEVERSE 앨범	BOYNEXTDOOR	보이그룹	5,173	YG PLUS
2025년	1월	Christmas With You	피지컬앨범		방용국&정대현&유영재&문종업	보이그룹	5,152	Warner Music
2025년	1월	The Book of Us : The Demon	피지컬앨범		DAY6	보이그룹	5,000	Dreamus
2025년	1월	LOVE 2 (POCA)	플랫폼앨범	POCA 앨범	브브걸 (BBGIRLS)	걸그룹	5,000	NHN벅스
2025년	1월	Everyday X-MAS (hellolive)	플랫폼앨범	HELLO LIVE 앨범	ONE PACT (원팩트)	보이그룹	4,993	Warner Music
2025년	1월	EXPLORER (Nemo)	플랫폼앨범	NEMO 앨범	은혁 (EUNHYUK)	남자솔로	4,990	Dreamus
2025년	1월	DREAMSCAPE	피지컬앨범		NCT DREAM	보이그룹	4,981	Kakao Entertainment
2025년	1월	BABYMONS7ER (Nemo)	플랫폼앨범	NEMO 앨범	BABYMONSTER	걸그룹	4,974	YG PLUS
2025년	1월	Whiplash - The 5th Mini Album	피지컬앨범		aespa	걸그룹	4,896	Kakao Entertainment
2025년	1월	3RD ALBUM `An Ode`	피지컬앨범		세븐틴	보이그룹	4,874	YG PLUS
2025년	1월	HAKUNAMATA:舵	피지컬앨범		CREZL (크레즐)	보이그룹	4,824	Warner Music
2025년	1월	The Book of Us : Negentropy - Chaos swallowed up in love	피지컬앨범		DAY6	보이그룹	4,814	Dreamus
2025년	1월	#ERROR!	플랫폼앨범	COSMO 앨범	tripleS (트리플에스)	걸그룹	4,655	Kakao Entertainment
2025년	1월	MY WORLD - The 3rd Mini Album	피지컬앨범		aespa	걸그룹	4,650	Kakao Entertainment
2025년	1월	How Sweet (Weverse)	플랫폼앨범	WEVERSE 앨범	NewJeans	걸그룹	4,595	YG PLUS
2025년	1월	LOVE YOURSELF 承 `Her`	피지컬앨범		방탄소년단	보이그룹	4,577	YG PLUS
2025년	2월	IVE EMPATHY	피지컬앨범		IVE (아이브)	걸그룹	1,418,177	Kakao Entertainment
2025년	2월	BLUE PARADISE	피지컬앨범		ZEROBASEONE (제로베이스원)	보이그룹	1,236,982	지니뮤직, Stone Music Entertainment
2025년	2월	`Caligo Pt.1`	피지컬앨범		PLAVE	보이그룹	797,489	YG PLUS
2025년	2월	Ubermensch	피지컬앨범		G-Dragon	남자솔로	443,750	Kakao Entertainment
2025년	2월	`Caligo Pt.1` (POCA)	플랫폼앨범	POCA 앨범	PLAVE	보이그룹	361,322	YG PLUS
2025년	2월	The Chase	피지컬앨범		Hearts2Hearts	걸그룹	347,988	Kakao Entertainment
2022년	01월	5th Album `LILAC`	피지컬앨범		아이유 (IU)	여자솔로	4,559	Kakao Entertainment
2025년	2월	Ubermensch (Nemo)	플랫폼앨범	NEMO 앨범	G-Dragon	남자솔로	180,000	Kakao Entertainment
2025년	2월	HOT MESS	피지컬앨범		EVNNE(이븐)	보이그룹	148,646	지니뮤직, Stone Music Entertainment
2025년	2월	Chapter: New is Now (POCA)	플랫폼앨범	POCA 앨범	NouerA (누에라)	보이그룹	98,518	Kakao Entertainment
2025년	2월	ONF:MY IDENTITY	피지컬앨범		온앤오프 (ONF)	보이그룹	92,396	Kakao Entertainment
2025년	2월	2025 SMTOWN : THE CULTURE, THE FUTURE (SMC)	플랫폼앨범	SMC 앨범	SMTOWN	혼성그룹	67,553	Kakao Entertainment
2025년	2월	The Chase (SMC)	플랫폼앨범	SMC 앨범	Hearts2Hearts	걸그룹	64,201	Kakao Entertainment
2025년	2월	Smoke Point	피지컬앨범		ALL(H)OURS(올아워즈)	보이그룹	61,596	Kakao Entertainment
2025년	2월	HOT MESS (POCA)	플랫폼앨범	POCA 앨범	EVNNE(이븐)	보이그룹	60,650	지니뮤직, Stone Music Entertainment
2025년	2월	IVE EMPATHY (PLVE)	플랫폼앨범	PLVE 앨범	IVE (아이브)	걸그룹	58,563	Kakao Entertainment
2025년	2월	MADEIN FOREVER (Nemo)	플랫폼앨범	NEMO 앨범	MADEIN (메이딘)	걸그룹	58,382	지니뮤직, Stone Music Entertainment
2025년	2월	PINK CRUSH	피지컬앨범		ONE PACT (원팩트)	보이그룹	56,929	Warner Music
2024년	12월	7th Album Repackage `GROWTH THEORY : Final Edition`	피지컬앨범		윤하	여자솔로	4,412	Kakao Entertainment
2025년	2월	2025 SMTOWN : THE CULTURE, THE FUTURE	피지컬앨범		SMTOWN	혼성그룹	55,641	Kakao Entertainment
2025년	2월	Chapter: New is Now	피지컬앨범		NouerA (누에라)	보이그룹	47,264	Kakao Entertainment
2025년	2월	WINTER HEPTAGON	피지컬앨범		GOT7	보이그룹	45,812	Kakao Entertainment
2025년	2월	GLOWY DAY	피지컬앨범		XODIAC	보이그룹	43,204	Sony Music
2022년	01월	R	피지컬앨범		로제 (ROSE)	여자솔로	4,285	YG PLUS
2025년	2월	EXPLORER	피지컬앨범		은혁 (EUNHYUK)	남자솔로	32,271	Dreamus
2025년	2월	별의 장: SANCTUARY	피지컬앨범		투모로우바이투게더	보이그룹	31,022	YG PLUS
2025년	2월	2025 SMTOWN : THE CULTURE, THE FUTURE (Nemo)	플랫폼앨범	NEMO 앨범	SMTOWN	혼성그룹	30,000	Kakao Entertainment
2025년	2월	BLUE PARADISE (Nemo)	플랫폼앨범	NEMO 앨범	ZEROBASEONE (제로베이스원)	보이그룹	30,000	지니뮤직, Stone Music Entertainment
2025년	2월	HOW?	피지컬앨범		BOYNEXTDOOR	보이그룹	28,994	YG PLUS
2025년	2월	나비 (PLVE)	플랫폼앨범	PLVE 앨범	LUN8(루네이트)	보이그룹	28,116	Kakao Entertainment
2025년	2월	WHO!	피지컬앨범		BOYNEXTDOOR	보이그룹	26,871	YG PLUS
2023년	12월	SOLO	피지컬앨범		제니 (JENNIE)	여자솔로	4,124	YG PLUS
2025년	2월	19.99	피지컬앨범		BOYNEXTDOOR	보이그룹	24,095	YG PLUS
2025년	2월	나비 (Nemo)	플랫폼앨범	NEMO 앨범	LUN8(루네이트)	보이그룹	23,623	Kakao Entertainment
2025년	2월	nu kidz: out the box	피지컬앨범		ARrC (아크)	보이그룹	20,993	Dreamus
2025년	2월	Season of Memories	피지컬앨범		여자친구 (GFRIEND)	걸그룹	20,082	YG PLUS
2025년	2월	4th Album `Face the Sun`	피지컬앨범		세븐틴	보이그룹	19,934	YG PLUS
2025년	2월	FIND THE ORBIT	피지컬앨범		CRAVITY	보이그룹	19,686	Kakao Entertainment
2025년	2월	ZERO : FEVER Part.1 (MINIRECORD)	플랫폼앨범	MINIRECORD 앨범	ATEEZ (에이티즈)	보이그룹	19,058	미니레코드
2025년	2월	EXPLORER (Nemo)	플랫폼앨범	NEMO 앨범	은혁 (EUNHYUK)	남자솔로	18,010	Dreamus
2025년	2월	WHY..	피지컬앨범		BOYNEXTDOOR	보이그룹	17,490	YG PLUS
2025년	2월	Drama - The 4th Mini Album	피지컬앨범		aespa	걸그룹	17,465	Kakao Entertainment
2025년	2월	ZERO : FEVER Part.2 (MINIRECORD)	플랫폼앨범	MINIRECORD 앨범	ATEEZ (에이티즈)	보이그룹	17,030	미니레코드
2025년	2월	ZERO : FEVER Part.3 (MINIRECORD)	플랫폼앨범	MINIRECORD 앨범	ATEEZ (에이티즈)	보이그룹	16,314	미니레코드
2025년	2월	Glow Up	피지컬앨범		RESCENE (리센느)	걸그룹	14,340	Kakao Entertainment
2022년	01월	SOLO	피지컬앨범		제니 (JENNIE)	여자솔로	4,088	YG PLUS
2025년	2월	ZERO : FEVER EPILOGUE (MINIRECORD)	플랫폼앨범	MINIRECORD 앨범	ATEEZ (에이티즈)	보이그룹	12,778	미니레코드
2025년	2월	SEQUENCE #4 (EVER ver.)	플랫폼앨범	EVER 앨범	김재중	남자솔로	11,331	Warner Music
2025년	2월	Supernatural	피지컬앨범		NewJeans	걸그룹	11,046	YG PLUS
2025년	2월	＜Dall＞ (Cosmo)	플랫폼앨범	COSMO 앨범	ARTMS	걸그룹	10,193	Kakao Entertainment
2025년	2월	DRIP	피지컬앨범		BABYMONSTER	걸그룹	10,102	YG PLUS
2025년	2월	Whiplash - The 5th Mini Album (LP)	피지컬앨범		aespa	걸그룹	10,000	Kakao Entertainment
2025년	2월	Armageddon - The 1st Album (LP)	피지컬앨범		aespa	걸그룹	10,000	Kakao Entertainment
2025년	2월	DRIP (Nemo)	플랫폼앨범	NEMO 앨범	BABYMONSTER	걸그룹	9,923	YG PLUS
2025년	2월	ROMANCE : UNTOLD	피지컬앨범		ENHYPEN	보이그룹	9,843	지니뮤직, Stone Music Entertainment
2025년	2월	9th Mini Album `Attacca`	피지컬앨범		세븐틴	보이그룹	9,255	YG PLUS
2025년	2월	On My Way (POCA)	플랫폼앨범	POCA 앨범	임영민	남자솔로	9,196	Warner Music
2025년	2월	[My Christmas Sweet Love] (POCA)	플랫폼앨범	POCA 앨범	드림캐쳐	걸그룹	9,029	Kakao Entertainment
2025년	2월	GOLDEN	피지컬앨범		정국	남자솔로	8,487	YG PLUS
2025년	2월	지금 거신 전화는 OST	피지컬앨범		Various Artists	OST	8,336	지니뮤직, Stone Music Entertainment
2025년	2월	1st Single `Last Bell`	피지컬앨범		TWS (투어스)	보이그룹	7,952	YG PLUS
2025년	2월	UNIVERSE LEAGUE (Nemo)	플랫폼앨범	NEMO 앨범	UNIVERSE LEAGUE	보이그룹	7,539	Kakao Entertainment
2025년	2월	3rd Mini Album `Love Potion`	피지컬앨범		엔싸인 (n.SSign)	보이그룹	7,470	Kakao Entertainment
2025년	2월	BORN PINK	피지컬앨범		BLACKPINK	걸그룹	7,175	YG PLUS
2025년	2월	ALL OF ME	피지컬앨범		황치열	남자솔로	7,173	Kakao Entertainment
2025년	2월	MAXIDENT	피지컬앨범		Stray Kids (스트레이 키즈)	보이그룹	6,990	Dreamus
2025년	2월	STRATEGY	피지컬앨범		TWICE	걸그룹	6,978	Dreamus
2025년	2월	1st EP `New Jeans`	피지컬앨범		NewJeans	걸그룹	6,943	YG PLUS
2025년	2월	Acid Angel from Asia ＜ ACCESS ＞ (Cosmo)	플랫폼앨범	COSMO 앨범	tripleS (트리플에스)	걸그룹	6,883	Kakao Entertainment
2025년	2월	How Sweet	피지컬앨범		NewJeans	걸그룹	6,856	YG PLUS
2025년	2월	BABYMONS7ER (Nemo)	플랫폼앨범	NEMO 앨범	BABYMONSTER	걸그룹	6,810	YG PLUS
